"code","2021 Q4","2022 Q1","2022 Q2","2022 Q3","2022 Q4"
"01001",853356.684759457,2357502.57976947,2060125.72517614,485423.329715386,2042045.08100349
"01003",20560869.3361728,20071617.1656052,20191559.2019314,20353424.5767913,20515537.4377605
"01005",-453752.895910095,-453752.895910095,-453752.895910095,-453752.895910095,-453752.895910095
"01007",9779.54486011161,22333.9784350791,26438.4205329709,27779.9723109681,28218.463500881
"01009",2560406.9093934,2503673.25285873,2503673.06664097,2503673.06685399,2503673.06685375
"01011",1746.49840915221,1746.36047825745,1746.3605034878,1746.36050348319,1746.36050348319
"01013",723338.084247538,724292.23505819,724055.850673328,724115.541019241,724100.467801912
"01015",7026482.21003762,7130892.43306699,7156037.60460262,7181309.99806546,7206582.18495433
"01017",1095067.98021773,904663.526000069,985698.427344762,1021070.77586954,1078700.21527719
"01019",577775.009309359,510858.652018608,581843.593391779,509828.58209748,569025.008276389
"01021",2246095.07714938,1924810.34093617,2104993.44702386,2145969.05856158,2197459.61168253
"01023",504626.630998798,486273.775906246,493995.926294044,490780.202001522,492119.137532621
"01025",1109704.92575986,1069942.34435486,1052339.37172085,1029779.20872068,1021374.47508253
"01027",268794.219889751,275572.269405684,272311.101081681,270745.804821979,272666.088506622
"01029",652901.129219473,603753.146596204,1017305.75459329,685340.467813286,683215.948095976
"01031",2569664.88226633,2490931.86460963,2466147.66543292,2575287.23674703,2618461.98666163
"01033",5411106.62528469,5014423.98287433,5027815.41527475,4976973.54651861,5308444.42366608
"01035",424856.085739507,427006.522443044,424666.660873685,426976.547112529,424695.379838443
"01037",165749.095066204,151245.128945532,142956.889821238,138221.916598891,135516.882069222
"01039",2075347.93956204,2051815.54438328,2144146.35478428,2166941.3649726,2121554.88951038
"01041",567836.236648659,962504.622376167,1953571.4207308,1506496.98412832,1652550.87764351
"01043",5423093.25148002,5573757.68990562,5606043.81005339,5642547.53579207,5678139.44005757
"01045",1287528.53509134,984431.260942124,1113917.26943074,1040374.36639403,1272304.74100067
"01047",4732547.7298099,4215658.77627512,4234537.69085256,4289481.67113429,4513905.2742123
"01049",2125901.13402506,2103522.66716809,2171280.45686559,2105513.99595805,2170550.27283649
"01051",4210657.48777154,4242743.69979263,4274801.31922428,4306858.96177952,4338916.60431605
"01053",1381676.46805786,1169472.50313613,1248441.81315366,1286599.80905254,1321934.29203083
"01055",7141148.33162163,7000705.48938284,7356086.95430767,7324478.35482634,7333346.3268957
"01057",455641.47090601,455729.324322472,455777.149320387,455803.398690393,455817.870721025
"01059",1155588.27009016,1184493.78763417,1166469.07110609,1177708.60906026,1170700.05426631
"01061",-3134.81250138349,-5196.8134521317,-5620.03276645622,-2937.35112928031,-5456.56520182832
"01063",32195.3341512244,118789.544059626,52730.5597158485,110230.625074089,67680.640435596
"01065",188873.994362455,185648.935220231,183872.066298117,182355.577399836,181042.998343195
"01067",9951.96796136077,9454.25366359924,9478.69786505414,9477.49624099972,9477.55530758725
"01069",11395156.5796218,11097779.2039128,11459051.8050532,11631230.6110973,11576521.6721743
"01071",1408095.61935378,1312267.38553058,1452403.01570586,1478191.34916406,1486250.09329466
"01073",115928824.285336,115928072.160251,115928072.168678,115928072.168678,115928072.168678
"01075",223626.233297961,206457.932093039,209429.91488903,197174.962098179,202779.558062584
"01077",4637891.32490673,4168276.06554092,4569070.10331348,4538847.59856463,4456557.91191161
"01079",5497.77662785077,-17815.5853386788,8085.73584491984,-36343.4987748788,8417.20513228962
"01081",10733421.0283316,10794009.1838415,10868194.6422994,10947375.7035896,11029844.5035957
"01083",5554807.61153854,5453716.69714596,5590725.7862435,5794767.4167557,5767110.15597447
"01085",-3314.50802341438,-3280.81863967922,-3281.13199856126,-3281.12895149566,-3281.12898112497
"01087",9663.39287050623,12016.3322626334,4624.72159321183,-4716.67019943168,-6775.99924267411
"01089",31619294.2210028,30165563.2194696,31937290.863905,31683405.4840485,31787964.7596967
"01091",2028214.03221204,2028471.56680398,2028471.56522089,2028471.5652209,2028471.5652209
"01093",1070087.15648348,1019318.64655234,1067257.47994503,1028003.03842211,1059620.80740252
"01095",4707645.35847109,4591773.25115515,4587175.07154446,4776863.97656594,4808837.15603263
"01097",59567395.9019351,56957816.4526571,57773408.5548521,57957441.6762508,60990422.7266449
"01099",1046742.73308698,1049042.74807378,1047999.16089009,1048472.82513761,1048257.83799904
"01101",43451394.6696675,37166118.3198304,39718903.7673953,41072801.839062,43441104.3724065
"01103",9211776.54564031,9251660.74200054,9292174.99002766,9332695.8896828,9373216.86005144
"01105",6333.99381030432,5842.76592017826,5541.28709033668,5274.05885363425,5039.38166534887
"01107",2990634.1616082,2990634.22642893,2990634.22642924,2990634.22642924,2990634.22642924
"01109",-65924.816890398,-43745.5814226766,-34935.0087097499,-32086.5446483504,-30932.628487905
"01111",505441.886715924,470227.437278004,490744.258415385,486725.703893825,506592.255495657
"01113",1891242.08546032,2181962.99749841,2174591.87455056,2176438.16517701,2176043.49885147
"01115",6304254.89798412,6204424.70965424,6560715.75617256,6296133.97218541,6650344.84238932
"01117",28875711.0986072,28072506.8099007,29483656.7436408,29105219.4966676,29788512.0141981
"01119",250859.494324449,250930.600140896,250930.823707356,250930.82440994,250930.824412148
"01121",4286878.16100173,3566076.16793102,3858070.37049159,3676291.97802186,4506238.16028115
"01123",2178304.98390747,2092252.05309706,2311429.79789938,2320169.63912863,2106649.27332481
"01125",17038841.3090657,16713509.5711565,15062419.0372805,16085158.6460034,17698127.7501672
"01127",4948422.7567959,4945338.4805675,4945165.65146363,4945155.75649281,4945155.18929124
"01129",704.351628903379,701.718897147829,701.728673066443,701.728636765385,701.728636900182
"01131",242357.447850285,241613.850993525,241867.26646869,241780.946166835,241810.349245752
"01133",89613.6540660788,334159.893881851,193810.894282899,193811.434396972,193811.428924366
"02013",3.69201543028073e-05,3.69179142105742e-05,3.69179143465894e-05,3.69179143465776e-05,3.69179143465783e-05
"02016",614881.697269333,619248.241056521,614504.590466783,632815.166463019,632473.718507792
"02020",52976596.5624642,55246047.6306811,55318150.7614335,54058770.9066768,54164856.6844239
"02050",6249163.43284998,6492020.05773569,6373010.86006831,6570059.34984139,6491049.61724985
"02060",2245.09118606735,2149.83393912407,2153.879245228,2153.70745594666,2153.71475121245
"02068",5766.77475558903,8359.65781967834,9352.48758226471,9734.18958614108,9880.94200147023
"02070",229524.872577484,34102.6198506062,516805.470990056,12358.1515932324,541149.878668068
"02090",11458598.9299026,10571305.9952189,11088386.1661968,11923593.4589731,11468487.5737724
"02100",182135.30357805,174110.652921919,175644.333334802,167979.828991135,189468.890621969
"02110",7121618.79074124,7126828.66320147,7337146.36534766,7444002.37030063,7369193.76856278
"02122",6182973.65974487,6167627.419942,5761855.69158754,6117209.77794192,6719191.86415863
